"V1"	"V2"	"V3"
"3137"	12619	3743	12538
"3138"	6934	2907	14169
"3139"	1748	14918	9818
"3140"	14984	9934	9844
"3141"	15599	14463	9903
"3142"	989	2241	4456
"3143"	9028	14834	10679
"3144"	9608	8916	14171
"3145"	11074	11330	8543
"3146"	14633	13732	15123
"3147"	4351	10720	10769
"3148"	2188	11756	719
"3149"	1210	1892	1340
"3150"	15295	10542	8095
"3151"	16046	2658	1539
"3152"	1748	1204	341
"3153"	12619	3743	8836
"3154"	5416	11175	11576
"3155"	5332	4832	6038
"3156"	14610	1340	6917
"3157"	10696	184	792
"3158"	1776	312	177
"3159"	10696	184	13444
"3160"	589	9887	626
"3161"	16076	10413	11498
"3162"	9087	2572	3391
"3163"	2324	1052	2550
"3164"	3617	10777	2710
"3165"	11330	8543	11830
"3166"	2577	8150	5477
"3167"	7329	5034	1365
"3168"	14588	15777	1200
"3169"	1200	11578	3441
"3170"	3415	7801	7318
"3171"	3510	16780	7421
"3172"	1722	9178	6614
"3173"	2715	11833	5739
"3174"	12315	12446	11963
"3175"	10928	6655	11272
"3176"	5162	3614	10008
"3177"	15457	2483	1732
"3178"	14984	9934	9844
"3179"	9967	10087	4422
"3180"	4589	7222	15599
"3181"	10422	2920	9343
"3182"	10050	2899	10506
"3183"	2324	1052	14109
"3184"	12572	7492	7497
"3185"	13245	15736	780
"3186"	9656	14412	3678
"3187"	5914	12687	15988
"3188"	11918	4858	9515
"3189"	14088	508	11679
"3190"	14496	2477	14252
"3191"	1951	5085	4973
"3192"	11961	14166	484
"3193"	9355	14389	5812
"3194"	1951	4973	13057
"3195"	1390	3645	4487
"3196"	5000	8823	7766
"3197"	6875	14610	55
"3198"	2899	9616	4436
"3199"	14633	15123	13732
"3200"	4837	1390	3024
"3201"	12416	10168	16690
"3202"	11648	2324	1052
"3203"	11425	2074	4392
"3204"	10985	12538	13576
"3205"	4837	14633	15123
"3206"	5081	13061	12697
"3207"	671	5	691
"3208"	589	9887	626
"3209"	14608	1435	2953
"3210"	3027	12572	6327
"3211"	2848	13416	15468
"3212"	1415	4615	2147
"3213"	14633	13732	15123
"3214"	4911	13806	1738
"3215"	11081	799	7343
"3216"	4478	978	802
"3217"	312	1776	5976
"3218"	64	65	1500
"3219"	5268	2217	13732
"3220"	4376	5523	8532
"3221"	14588	13381	14704
"3222"	1951	4973	4408
"3223"	3510	15457	195
"3224"	14633	15123	3415
"3225"	7492	7497	8569
"3226"	1818	7735	10899
"3227"	1013	11756	719
"3228"	11441	10619	10914
"3229"	5081	12697	1875
"3230"	589	9887	626
"3231"	13382	13654	13703
"3232"	10985	16817	8164
"3233"	248	3496	10166
"3234"	1390	1090	3024
"3235"	10696	184	13444
"3236"	2293	4984	6630
"3237"	7329	1365	5034
"3238"	10050	2054	448
"3239"	9608	10379	8916
"3240"	3415	7801	13471
"3241"	7363	1740	254
"3242"	10050	15073	2293
"3243"	10908	10849	15474
"3244"	15484	16294	15947
"3245"	2222	1253	7626
"3246"	62	6206	3391
"3247"	11756	719	2188
"3248"	799	7343	11081
"3249"	7382	7573	8719
"3250"	13382	15366	13654
"3251"	14984	9934	9844
"3252"	2483	1732	10491
"3253"	823	9591	2279
"3254"	883	448	193
"3255"	1204	2241	1666
"3256"	3391	12866	16980
"3257"	823	4238	9591
"3258"	1792	8592	13905
"3259"	9791	7764	6542
"3260"	136	2769	13490
"3261"	1818	7735	456
"3262"	13382	15366	12479
"3263"	989	9552	6843
"3264"	2546	9408	8989
"3265"	3510	16780	15635
"3266"	10350	419	586
"3267"	1818	456	1866
"3268"	12538	16046	8135
"3269"	1204	5311	1220
"3270"	13245	15736	10410
"3271"	10050	15073	2260
"3272"	3027	7301	11933
"3273"	8877	6097	2072
"3274"	5439	6117	14621
"3275"	8543	11830	15425
"3276"	9101	4710	9898
"3277"	551	11373	1116
"3278"	9887	589	626
"3279"	10120	12315	1630
"3280"	402	312	236
"3281"	2758	14633	15740
"3282"	9654	9768	4456
"3283"	3415	4743	7801
"3284"	1923	5263	2715
"3285"	9717	14088	508
"3286"	5000	7766	6685
"3287"	3510	16780	15635
"3288"	2504	14698	14285
"3289"	14984	9934	9844
"3290"	858	7379	2222
"3291"	14633	15123	13732
"3292"	3382	6735	3805
"3293"	14610	16166	6136
"3294"	14984	3014	7745
"3295"	14984	9934	9844
"3296"	5034	1365	7329
"3297"	1675	8086	978
"3298"	1932	1927	10624
"3299"	13245	1516	15736
"3300"	15805	15982	14018
"3301"	10050	15073	11888
"3302"	14633	13732	15123
"3303"	16046	1949	3678
"3304"	9244	1006	15851
"3305"	16079	10551	16630
"3306"	1951	4973	13690
"3307"	1825	9806	551
"3308"	12221	13795	5258
"3309"	10631	2697	6372
"3310"	5135	9787	2072
"3311"	2324	2550	1052
"3312"	14088	508	5292
"3313"	9104	756	9967
"3314"	28	14984	484
"3315"	14984	9934	9844
"3316"	13207	14774	2978
"3317"	14010	14716	12478
"3318"	2324	11648	2550
"3319"	2188	11756	719
"3320"	2920	4837	15457
"3321"	9608	10379	8916
"3322"	24	28	8304
"3323"	8047	14153	1029
"3324"	5984	7497	7512
"3325"	8400	14840	7613
"3326"	8047	14778	14153
"3327"	10418	1896	1682
"3328"	10908	15474	11590
"3329"	2072	8945	1091
"3330"	11330	1927	13690
"3331"	7130	5135	3923
"3332"	9142	6851	5409
"3333"	14984	9934	2463
"3334"	15599	14463	9903
"3335"	13288	12650	14181
"3336"	1046	5162	441
"3337"	1904	14381	5081
"3338"	5305	6411	5555
"3339"	11836	2577	11706
"3340"	4456	9654	9768
"3341"	3649	3539	2546
"3342"	1503	11178	8247
"3343"	10696	13444	184
"3344"	3391	10985	16817
"3345"	5416	11576	11198
"3346"	3415	7801	13471
"3347"	11933	7301	3027
"3348"	16046	5762	13577
"3349"	14982	16068	14430
"3350"	12315	12446	11963
"3351"	6843	9430	9552
"3352"	7745	5792	5980
"3353"	7492	7497	8569
"3354"	989	9552	9654
"3355"	5332	7122	4832
"3356"	1682	1896	10418
"3357"	858	7379	2222
"3358"	9558	11803	11579
"3359"	13382	15366	13654
"3360"	7673	12572	1929
"3361"	14610	4615	1415
"3362"	7363	7271	3315
"3363"	3415	7801	13471
"3364"	8994	15944	11628
"3365"	12572	5775	13500
"3366"	13382	15366	12479
"3367"	12478	8707	3875
"3368"	3391	2093	9169
"3369"	312	177	5976
"3370"	7923	11961	1278
"3371"	14984	9934	9844
"3372"	15841	4984	2293
"3373"	14496	2477	14252
"3374"	2758	1116	8306
"3375"	9552	6843	9430
"3376"	8631	7419	8630
"3377"	9552	6843	9430
"3378"	14984	9934	14246
"3379"	12968	14834	4366
"3380"	551	12315	12446
"3381"	16046	1825	9806
"3382"	3415	1343	8131
"3383"	248	14984	10166
"3384"	5439	6117	14621
"3385"	9608	8916	10379
"3386"	98	6007	7911
"3387"	16076	10413	10021
"3388"	14633	3982	13732
"3389"	13382	15366	12479
"3390"	16185	227	3429
"3391"	11364	4101	9362
"3392"	3935	2831	13460
"3393"	4478	978	9119
"3394"	16046	2692	2072
"3395"	1825	9806	1091
"3396"	12478	5439	8707
"3397"	5305	6411	3090
"3398"	3586	4456	9654
"3399"	15985	1116	14882
"3400"	3510	16780	7421
"3401"	16046	1825	12054
"3402"	16166	14610	15599
"3403"	484	28	2477
"3404"	14389	9355	5260
"3405"	16185	3429	2241
"3406"	11961	8312	5006
"3407"	14088	508	11679
"3408"	11330	8543	11830
"3409"	4456	9768	9654
"3410"	9142	16076	10413
"3411"	12868	1	1542
"3412"	13245	15736	7243
"3413"	11265	13795	62
"3414"	16234	3228	4108
"3415"	2720	10149	4018
"3416"	1214	38	2222
"3417"	16076	10413	14840
"3418"	11364	4101	667
"3419"	1204	4478	978
"3420"	14633	15123	13732
"3421"	16141	14246	14277
"3422"	12868	1	14984
"3423"	2758	2483	1732
"3424"	13756	4368	4298
"3425"	11081	800	7343
"3426"	12416	16274	11552
"3427"	1209	7448	248
"3428"	4615	14610	1856
"3429"	3521	10166	9015
"3430"	14633	13732	15123
"3431"	6581	381	10916
"3432"	7764	756	11918
"3433"	5305	6411	16042
"3434"	184	10696	13288
"3435"	16046	1415	12827
"3436"	15440	15297	3330
"3437"	1701	9656	3678
"3438"	7448	1214	38
"3439"	9608	10379	10993
"3440"	1825	9806	8769
"3441"	13732	14633	7764
"3442"	8994	15944	8715
"3443"	667	4101	11364
"3444"	2715	11833	8154
"3445"	3391	16980	5162
"3446"	1	1116	12868
"3447"	15671	13460	16141
"3448"	773	48	1540
"3449"	1046	441	15783
"3450"	2293	10679	2481
"3451"	11364	4101	8555
"3452"	10542	4344	11763
"3453"	402	312	6287
"3454"	11833	2715	7349
"3455"	15457	195	5672
"3456"	10617	11933	7301
"3457"	6843	9552	989
"3458"	1682	1896	10418
"3459"	12054	9812	7515
"3460"	9408	2546	8989
"3461"	9704	3584	11364
"3462"	13382	13654	13703
"3463"	1999	6684	6328
"3464"	4478	978	9119
"3465"	13382	13654	13703
"3466"	3024	1390	13579
"3467"	5135	9787	14422
"3468"	16076	10413	5046
"3469"	11675	2546	5081
"3470"	799	11081	7343
"3471"	16046	14097	6795
"3472"	14166	11418	8543
"3473"	13490	8311	14944
"3474"	11311	6687	15524
"3475"	11425	2074	4392
"3476"	7222	4092	4589
"3477"	14984	9934	8994
"3478"	15473	4275	1089
"3479"	11081	7343	799
"3480"	14944	136	2799
"3481"	16185	3429	5426
"3482"	10413	16076	1116
"3483"	9616	2899	4368
"3484"	5332	4832	7122
"3485"	5332	7122	6038
"3486"	4478	3776	978
"3487"	4114	3584	271
"3488"	14984	551	9934
"3489"	23	489	28
"3490"	344	9468	5233
"3491"	11126	7571	9862
"3492"	14633	15123	13732
"3493"	1214	2222	38
"3494"	5416	11175	11576
"3495"	10166	3521	29
"3496"	16076	10413	15872
"3497"	2758	13516	14088
"3498"	7301	3027	11933
"3499"	13061	5081	5576
"3500"	10985	502	685
"3501"	5034	7329	1365
"3502"	1818	6294	2093
"3503"	15870	14783	15268
"3504"	3691	2661	5515
"3505"	14246	14984	15148
"3506"	10696	13444	184
"3507"	2093	9169	2589
"3508"	14088	423	2477
"3509"	1945	14984	3818
"3510"	9887	589	626
"3511"	12479	13662	13788
"3512"	16076	10413	6472
"3513"	1792	13905	8592
"3514"	12478	8707	1
"3515"	14984	1091	9934
"3516"	9042	12692	11541
"3517"	7193	3461	1054
"3518"	2697	14627	10631
"3519"	14984	9934	9844
"3520"	1214	1253	2241
"3521"	2222	1253	1214
"3522"	3982	2351	616
"3523"	2572	10452	12240
"3524"	2504	14698	14285
"3525"	12315	12446	11963
"3526"	8945	2072	10219
"3527"	10236	16190	14545
"3528"	484	551	28
"3529"	1951	4973	11750
"3530"	9570	3820	3553
"3531"	823	2093	9169
"3532"	2758	8942	9021
"3533"	9616	6391	2899
"3534"	11081	799	7343
"3535"	11918	4858	5940
"3536"	9552	6843	9430
"3537"	1792	13905	8592
"3538"	4180	16869	14385
"3539"	13172	13722	720
"3540"	3923	7301	11933
"3541"	2483	1732	10491
"3542"	15468	2848	13416
"3543"	4376	6795	8532
"3544"	7607	5874	4456
"3545"	402	1927	1931
"3546"	11756	719	2188
"3547"	14984	9934	9844
"3548"	16046	312	177
"3549"	12356	15599	14463
"3550"	589	9887	12965
"3551"	14166	4487	3645
"3552"	227	5305	6411
"3553"	883	193	2955
"3554"	1951	4973	4408
"3555"	799	7343	11081
"3556"	4381	16046	8449
"3557"	1503	9142	6721
"3558"	1116	12866	9468
"3559"	3228	7822	4108
"3560"	13460	10642	10551
"3561"	799	11081	7343
"3562"	4456	9654	9768
"3563"	14633	8419	10772
"3564"	12416	10168	2287
"3565"	4985	2697	10631
"3566"	3228	10696	184
"3567"	1999	5750	14339
"3568"	4456	9654	9768
"3569"	3584	271	4114
"3570"	3391	2093	9169
"3571"	5775	12572	2506
"3572"	2546	9408	8989
"3573"	2072	8945	10219
"3574"	5	671	691
"3575"	530	4487	3645
"3576"	16076	10413	9480
"3577"	1091	248	14984
"3578"	5439	4386	12315
"3579"	3259	8868	8870
"3580"	9552	6843	9430
"3581"	14633	15123	13732
"3582"	5135	9787	14422
"3583"	5439	6117	9709
"3584"	1116	12121	10109
"3585"	13382	15366	12479
"3586"	3415	7801	2324
"3587"	1748	14918	9818
"3588"	6674	177	312
"3589"	7382	7573	15523
"3590"	3391	12866	16980
"3591"	6563	4517	6940
"3592"	5311	12332	9965
"3593"	14633	13732	15123
"3594"	3	6496	62
"3595"	14698	14285	2504
"3596"	13288	6838	5927
"3597"	14166	11425	4392
"3598"	13680	12479	8318
"3599"	8543	11330	11830
"3600"	15473	4275	1089
"3601"	14633	13732	15123
"3602"	5081	13061	1875
"3603"	13245	15736	7243
"3604"	4887	3391	12866
"3605"	10928	6655	11272
"3606"	2483	1732	2293
"3607"	7222	4092	12301
"3608"	3584	273	271
"3609"	10985	16817	10663
"3610"	7329	5034	3676
"3611"	6660	9563	7681
"3612"	13249	14984	7382
"3613"	3415	7801	2234
"3614"	11833	2715	5739
"3615"	5914	8788	15988
"3616"	13207	14774	1116
"3617"	1365	7329	5034
"3618"	7382	7573	10939
"3619"	8163	15123	12564
"3620"	7931	13670	13789
"3621"	4809	5081	5380
"3622"	7222	4092	14476
"3623"	10985	768	685
"3624"	2572	12240	12904
"3625"	13248	16234	9887
"3626"	3391	7612	12866
"3627"	5305	6411	16042
"3628"	823	4238	9591
"3629"	16237	9363	14868
"3630"	15988	5914	8208
"3631"	5135	9787	14422
"3632"	551	11373	16936
"3633"	10050	15073	2376
"3634"	883	2955	193
"3635"	6795	10868	4376
"3636"	2584	16008	1896
"3637"	14633	15123	13732
"3638"	3415	14633	7801
"3639"	7070	6462	5162
"3640"	16046	13207	14774
"3641"	14633	15457	13444
"3642"	5034	7329	3676
"3643"	14166	16938	8538
"3644"	9169	2093	1499
"3645"	10166	3521	9015
"3646"	1402	14304	10050
"3647"	1651	14822	16240
"3648"	12478	8707	9042
"3649"	2324	1052	14109
"3650"	14480	13926	13263
"3651"	14984	8868	8870
"3652"	11572	12478	11584
"3653"	15599	14463	4333
"3654"	1792	13905	8517
"3655"	5311	9965	12332
"3656"	5305	6411	16042
"3657"	7382	7573	8719
"3658"	14984	5162	16333
"3659"	4456	9768	9654
"3660"	484	6542	5035
"3661"	5305	6411	3090
"3662"	13756	4368	9154
"3663"	14984	7735	9934
"3664"	16926	8769	2604
"3665"	3188	11648	2324
"3666"	13382	15366	12479
"3667"	15297	15440	3330
"3668"	16294	15484	15947
"3669"	2293	4984	12964
"3670"	14633	13732	15123
"3671"	719	11756	2188
"3672"	5874	4456	9654
"3673"	13680	8318	12479
"3674"	16869	16027	4615
"3675"	6684	12989	14339
"3676"	1402	2481	2351
"3677"	2483	1732	10491
"3678"	2126	14088	14023
"3679"	978	4478	5813
"3680"	10985	16817	16473
"3681"	13382	15366	12479
"3682"	9363	14868	16237
"3683"	14633	15123	13732
"3684"	14834	12968	4366
"3685"	9608	10379	8916
"3686"	15676	7329	5034
"3687"	4610	5039	404
"3688"	10631	2697	6372
"3689"	1932	1927	889
"3690"	402	1776	312
"3691"	16141	14246	16193
"3692"	5000	7766	8823
"3693"	8631	7419	8630
"3694"	2072	8945	11125
"3695"	522	3661	8311
"3696"	3228	7822	4108
"3697"	3228	7822	8631
"3698"	11604	9153	2446
"3699"	6117	5439	14621
"3700"	9884	7301	11933
"3701"	9570	3553	2021
"3702"	329	5712	8574
"3703"	16076	10413	9480
"3704"	10551	16079	16630
"3705"	3638	3415	13579
"3706"	15457	823	11888
"3707"	8311	2446	13490
"3708"	14610	2324	1678
"3709"	402	1932	1927
"3710"	4837	12232	13271
"3711"	858	7379	15038
"3712"	1932	1927	3656
"3713"	11961	8312	5006
"3714"	13936	10601	9028
"3715"	10551	16079	16630
"3716"	685	1674	687
"3717"	10696	184	13444
"3718"	13745	9626	8756
"3719"	177	312	5976
"3720"	13245	15736	10410
"3721"	6655	10928	11272
"3722"	1503	16420	16442
"3723"	14088	777	11679
"3724"	1748	14918	9818
"3725"	14633	15123	13732
"3726"	7994	3439	9134
"3727"	2720	7314	12205
"3728"	10542	4344	15295
"3729"	14633	15123	13732
"3730"	888	15881	656
"3731"	2879	8483	11081
"3732"	2715	11833	14389
"3733"	5046	6662	5486
"3734"	13460	16962	9242
"3735"	24	3084	208
"3736"	2126	9124	13245
"3737"	3391	12866	7612
"3738"	15816	16059	15984
"3739"	14633	15123	13732
"3740"	12416	10168	13538
"3741"	15440	3330	15297
"3742"	16076	10413	15964
"3743"	1951	1938	3477
"3744"	1825	9806	2115
"3745"	16046	16082	13110
"3746"	4837	7301	11933
"3747"	6660	9563	3550
"3748"	671	9957	9956
"3749"	10166	3521	14412
"3750"	2154	3776	4478
"3751"	14633	9104	15123
"3752"	478	5105	7745
"3753"	1116	12121	10109
"3754"	1558	1628	6433
"3755"	13460	16962	10642
"3756"	16046	454	3973
"3757"	9608	14171	8916
"3758"	16294	15484	15947
"3759"	11933	7301	3027
"3760"	14984	9934	9844
"3761"	7329	5034	3676
"3762"	671	691	5
"3763"	8868	8870	12243
"3764"	14610	16166	6875
"3765"	9042	12692	12655
"3766"	8631	823	7419
"3767"	11425	2074	4392
"3768"	14984	9934	9844
"3769"	14166	11126	11604
"3770"	15599	4333	16166
"3771"	551	11373	5760
"3772"	1764	177	312
"3773"	8318	13680	787
"3774"	14984	9934	9844
"3775"	3391	12866	28
"3776"	28	11786	15237
"3777"	11498	6917	10631
"3778"	15440	3330	15297
"3779"	2907	2136	12641
"3780"	11081	799	7343
"3781"	16046	8543	11330
"3782"	5	671	15
"3783"	14984	9934	9844
"3784"	2504	14698	14285
"3785"	808	1221	2782
"3786"	4837	2899	594
"3787"	14018	12667	14010
"3788"	14944	8311	3661
"3789"	889	551	4381
"3790"	5000	7766	8823
"3791"	12479	9142	6291
"3792"	14984	9934	1945
"3793"	2212	5896	5311
"3794"	7193	3461	3104
"3795"	13061	12697	5081
"3796"	227	6322	3429
"3797"	10696	184	7931
"3798"	177	6687	1409
"3799"	2072	8945	10551
"3800"	13460	16962	10642
"3801"	10985	16817	14924
"3802"	104	6795	4376
"3803"	7329	5034	9571
"3804"	685	687	2520
"3805"	9654	9768	4456
"3806"	14944	8311	13490
"3807"	14981	16869	16588
"3808"	16046	11311	1408
"3809"	11933	3027	7301
"3810"	3510	11604	7111
"3811"	14010	14018	15805
"3812"	799	11081	7343
"3813"	11311	6687	1408
"3814"	1116	12121	15545
"3815"	1825	9806	15457
"3816"	11756	719	2188
"3817"	6965	5305	6411
"3818"	11139	8561	11502
"3819"	14856	14655	14480
"3820"	10050	2376	16926
"3821"	4456	9654	5874
"3822"	883	193	2955
"3823"	16076	10413	16116
"3824"	14984	9934	9844
"3825"	15676	9276	14566
"3826"	13172	720	3037
"3827"	858	7379	10166
"3828"	16185	3429	304
"3829"	9608	10379	14171
"3830"	13382	15366	12479
"3831"	6	1680	8323
"3832"	10458	1748	2584
"3833"	9563	6660	5645
"3834"	14984	1091	9934
"3835"	7363	7271	2356
"3836"	3691	2661	12097
"3837"	14984	16237	13384
"3838"	6011	7193	3461
"3839"	3024	13579	1390
"3840"	7343	11081	799
"3841"	1204	4456	9654
"3842"	1949	404	1838
"3843"	11364	4101	667
"3844"	16046	12827	6795
"3845"	13254	10971	2831
"3846"	282	815	7329
"3847"	9552	6843	12083
"3848"	1818	7735	456
"3849"	9768	9654	4456
"3850"	9104	3982	10166
"3851"	14633	13732	15123
"3852"	551	11373	16936
"3853"	15297	15440	3330
"3854"	2504	14698	14285
"3855"	1999	6684	1071
"3856"	14840	7613	8613
"3857"	9570	2021	3553
"3858"	2715	11833	12479
"3859"	4710	9101	9898
"3860"	4456	9654	9768
"3861"	13382	13662	13788
"3862"	14633	13732	15123
"3863"	7222	4589	4092
"3864"	16076	10413	9480
"3865"	9552	1013	6843
"3866"	2093	9169	14389
"3867"	282	9570	875
"3868"	10486	7314	15599
"3869"	13382	15366	13654
"3870"	12619	3743	14633
"3871"	1792	13905	8517
"3872"	4456	9768	9654
"3873"	14984	9934	9844
"3874"	18	7735	1818
"3875"	13382	12479	15366
"3876"	7745	5792	2264
"3877"	14984	9934	9844
"3878"	16980	3391	2264
"3879"	14166	2692	11418
"3880"	12866	3391	16980
"3881"	184	10696	1455
"3882"	7222	4092	4589
"3883"	889	1091	1927
"3884"	28	29	3934
"3885"	184	10696	9884
"3886"	740	8561	11502
"3887"	4381	8449	5242
"3888"	227	7764	6542
"3889"	9608	10379	14171
"3890"	312	177	5976
"3891"	12572	3889	7744
"3892"	448	10050	2054
"3893"	7314	12205	2720
"3894"	13382	15366	12479
"3895"	14633	4837	8442
"3896"	14984	9934	9844
"3897"	14633	15123	13732
"3898"	12446	12315	13953
"3899"	1932	1927	10624
"3900"	14984	9934	9844
"3901"	16046	719	11756
"3902"	9142	6851	1690
"3903"	858	7379	12373
"3904"	10166	3649	8939
"3905"	2504	14698	14285
"3906"	6870	4298	13172
"3907"	7159	7489	15200
"3908"	9142	9468	344
"3909"	1896	1682	10418
"3910"	28	486	3934
"3911"	7170	1403	1175
"3912"	9552	6843	986
"3913"	11498	2697	10631
"3914"	14633	15123	13732
"3915"	14480	13926	9642
"3916"	7382	10985	15523
"3917"	4984	2293	6630
"3918"	16046	12054	9812
"3919"	2136	2907	12641
"3920"	5305	7222	6411
"3921"	6917	8738	1340
"3922"	2715	11833	4986
"3923"	177	312	5976
"3924"	5135	11604	9787
"3925"	3649	3982	551
"3926"	671	5	691
"3927"	13245	15736	10410
"3928"	9134	3439	7994
"3929"	13382	15366	12479
"3930"	9608	8916	10379
"3931"	629	756	284
"3932"	16185	3429	6322
"3933"	16166	14610	4333
"3934"	15599	14463	9903
"3935"	3510	5332	4832
"3936"	551	254	11373
"3937"	14633	15123	13732
"3938"	12478	8707	9626
"3939"	11501	4610	4639
"3940"	14984	9934	9844
"3941"	2390	11888	10050
"3942"	2899	9616	7232
"3943"	7222	4092	14476
"3944"	4351	4911	13806
"3945"	12416	10168	2287
"3946"	11081	6479	799
"3947"	15676	9276	14566
"3948"	7222	4092	14476
"3949"	40	24	15
"3950"	6425	1204	7145
"3951"	14588	12315	12446
"3952"	9363	16237	14868
"3953"	14984	9934	9844
"3954"	16046	3510	594
"3955"	14633	13732	15123
"3956"	16185	3429	6322
"3957"	2241	1123	14984
"3958"	5332	6038	9957
"3959"	13172	3037	720
"3960"	2236	9393	9654
"3961"	9552	6843	10793
"3962"	4	1682	10418
"3963"	2126	5268	3024
"3964"	16926	8769	5760
"3965"	1792	13905	8517
"3966"	1091	1825	1986
"3967"	9654	4456	9768
"3968"	8792	1951	16046
"3969"	858	7379	10696
"3970"	1091	13172	1975
"3971"	1221	2782	12983
"3972"	2188	11756	719
"3973"	14633	13732	15123
"3974"	14633	15123	13732
"3975"	11131	5311	9965
"3976"	4487	2857	3645
"3977"	1435	10601	2953
"3978"	3228	7822	4108
"3979"	7363	1399	5762
"3980"	4837	12232	6616
"3981"	12054	4635	9812
"3982"	8623	12416	1343
"3983"	4809	2072	8945
"3984"	6684	1999	12996
"3985"	15841	1450	6639
"3986"	16046	3510	344
"3987"	14984	9934	4308
"3988"	16926	8769	7329
"3989"	11126	4658	9862
"3990"	5914	15988	15442
"3991"	7329	5034	1365
"3992"	8189	9101	15163
"3993"	2093	9169	1499
"3994"	9887	589	3129
"3995"	7382	4298	7476
"3996"	13382	13905	1792
"3997"	12416	10038	2287
"3998"	8311	14944	13490
"3999"	685	9704	7159
"4000"	14610	16166	9268
"4001"	5416	11576	11175
"4002"	4351	15503	4911
"4003"	6372	2697	10631
"4004"	1204	9654	4456
"4005"	12639	10934	9615
"4006"	16046	11933	3014
"4007"	2483	1732	10491
"4008"	9608	10379	8916
"4009"	2711	7382	4186
"4010"	8994	15944	15297
"4011"	12478	8707	11265
"4012"	16076	10413	9480
"4013"	2222	38	1214
"4014"	2072	8945	2572
"4015"	14610	14984	16166
"4016"	2324	3415	2550
"4017"	4456	9768	9654
"4018"	12478	1630	8707
"4019"	5162	10008	3614
"4020"	14984	9934	9844
"4021"	10696	184	13444
"4022"	799	11081	7343
"4023"	28	248	2126
"4024"	1818	6965	10899
"4025"	10551	16079	16630
"4026"	616	13094	1278
"4027"	14944	8311	3661
"4028"	1927	889	3656
"4029"	8631	12348	7419
"4030"	16046	1904	14496
"4031"	7363	7271	5762
"4032"	1932	7159	1927
"4033"	12478	48	8707
"4034"	823	11888	9591
"4035"	2293	4984	2483
"4036"	2572	12240	1006
"4037"	1204	1666	2225
"4038"	14984	9934	9844
"4039"	2758	6581	10916
"4040"	685	5507	1116
"4041"	10542	4346	7461
"4042"	48	43	3391
"4043"	2758	14633	15123
"4044"	756	616	1435
"4045"	14633	7764	15123
"4046"	1046	441	16046
"4047"	6147	1628	14598
"4048"	7382	7573	8719
"4049"	5305	6411	16042
"4050"	14984	9934	14412
"4051"	8419	13516	5035
"4052"	1682	1896	10418
"4053"	3649	3539	8939
"4054"	4615	16027	1415
"4055"	12572	8862	1281
"4056"	6431	15468	2848
"4057"	16076	10413	3391
"4058"	1176	184	10696
"4059"	5315	8913	9134
"4060"	2715	11833	7349
"4061"	2126	4985	9124
"4062"	13061	1875	5081
"4063"	1	12868	7291
"4064"	1343	14631	1346
"4065"	14633	13732	15123
"4066"	10542	136	9355
"4067"	5034	7329	3676
"4068"	799	11081	7343
"4069"	1748	14918	1116
"4070"	13795	62	12221
"4071"	12478	8707	15988
"4072"	13172	13722	7745
"4073"	16076	10413	5931
"4074"	13172	13722	720
"4075"	4487	3645	7279
"4076"	2758	15740	4842
"4077"	3510	16354	7421
"4078"	9363	16237	14868
"4079"	14480	13926	13263
"4080"	10696	184	13444
"4081"	12646	9545	8478
"4082"	3982	4837	5337
"4083"	1951	4973	2152
"4084"	3024	1390	1090
"4085"	799	11081	7343
"4086"	14633	15123	13732
"4087"	2715	11833	8234
"4088"	344	9468	5305
"4089"	9626	13745	8756
"4090"	12868	1	11145
"4091"	9494	404	2427
"4092"	10050	4837	15073
"4093"	14088	508	5292
"4094"	7363	1740	7271
"4095"	1932	1927	3656
"4096"	2945	685	2520
"4097"	14633	15123	13732
"4098"	8994	15944	5082
"4099"	16294	15484	1241
"4100"	3882	312	6287
"4101"	2504	14698	629
"4102"	5500	5046	6662
"4103"	756	7746	284
"4104"	28	823	486
"4105"	16076	10413	101
"4106"	4604	883	962
"4107"	13382	15366	13654
"4108"	4837	3330	15297
"4109"	10679	9028	2953
"4110"	13245	15736	10720
"4111"	7222	4092	5922
"4112"	13382	15366	12479
"4113"	454	7801	8908
"4114"	5135	9787	227
"4115"	14631	3602	8047
"4116"	11888	10050	2376
"4117"	7382	15523	8719
"4118"	14984	9934	9844
"4119"	8631	12348	7419
"4120"	685	3875	687
"4121"	2168	11126	4658
"4122"	16141	14246	16193
"4123"	5046	6662	5486
"4124"	404	4610	11501
"4125"	3510	16780	416
"4126"	12446	12315	15391
"4127"	1343	7980	2307
"4128"	12478	5439	8707
"4129"	1825	9806	772
"4130"	486	4381	28
"4131"	14984	9934	9844
"4132"	16059	15805	16804
"4133"	11933	7301	1423
"4134"	1345	13172	11918
"4135"	2466	13254	2465
"4136"	14984	9934	9844
"4137"	5416	11576	11175
"4138"	248	29	4368
"4139"	4456	9654	9768
"4140"	13722	13172	720
"4141"	2293	12964	6630
"4142"	13061	5081	16926
"4143"	7766	5000	8823
"4144"	1818	10899	10106
"4145"	12054	9812	6016
"4146"	2039	18	1347
"4147"	7363	7271	3315
"4148"	4351	10720	3089
"4149"	15966	15851	16517
"4150"	1825	9806	2115
"4151"	7382	4351	4911
"4152"	248	522	10542
"4153"	10619	11441	10914
"4154"	12478	8707	4800
"4155"	177	312	5976
"4156"	12315	12446	15391
"4157"	10413	16076	13728
